Time (UTC),Latitude,Longitude,Depth (Sonar),Temperature (°C),pH,Depth (m),Conductivity (uS/cm),Dissolved Oxygen Saturation,Dissolved Oxygen Concentration (mg/L),Chlorophyll (ug/L),CDOM (ppb),Turbidity (NTU),Salinity (PSU)
1751029164.147551,33.43156,-111.928289,3.652099895095825,30.76,8.70,-0.08,252.3,122.5,8.83,-6.96,0.05,54.81,0.10631919319451047
1751029165.143102,33.4315521,-111.9282871,3.6540999885559082,30.78,8.70,-0.07,193.3,122.6,8.83,-6.90,0.10,54.63,0.08097707757387584
1751029166.147486,33.4315444,-111.928285,3.659100102996826,30.77,8.70,-0.07,121.1,122.6,8.84,-6.87,-0.00,54.57,0.05010914832240049
1751029167.0891058,33.4315373,-111.928283,3.660100030517578,30.77,8.69,-0.07,183.8,122.6,8.83,-6.97,-0.00,54.76,0.07692643443956407
1751029168.1477818,33.4315291,-111.9282807,3.666100072479248,30.77,8.70,-0.07,394.1,122.6,8.83,-6.95,0.08,54.76,0.16764015814872563
1751029169.1465678,33.4315212,-111.9282787,3.67310004196167,30.77,8.70,-0.07,445.7,122.6,8.83,-6.90,-0.00,54.56,0.19016111367564295
1751029170.1453714,33.4315134,-111.9282767,3.663100051498413,30.76,8.71,-0.07,640.2,122.6,8.83,-8.30,0.08,54.55,0.27600164369254604
1751029171.145966,33.4315055,-111.9282746,2.7651000495910645,30.77,8.70,-0.08,827.0,122.6,8.82,-6.81,0.07,54.71,0.35952091293175664
1751029172.0964584,33.4314984,-111.9282728,2.0260999675750733,30.76,8.70,-0.08,782.9,122.6,8.82,-5.32,0.18,54.66,0.3397623638062615
1751029173.1455808,33.4314904,-111.9282707,2.5771000858306885,30.77,8.70,-0.07,526.7,122.6,8.83,-7.00,0.09,54.53,0.2257211374490087
1751029174.0999224,33.4314836,-111.9282691,3.17910008392334,30.76,8.70,-0.07,194.6,122.6,8.84,-6.99,0.04,54.52,0.08156485754856166
1751029175.1458273,33.4314763,-111.9282671,3.481099891281128,30.76,8.70,-0.08,114.7,122.6,8.84,-7.03,0.05,54.68,0.047379411701371194
1751029176.1523902,33.4314698,-111.9282657,3.488100099182129,30.76,8.71,-0.08,105.7,122.6,8.84,-7.05,0.06,54.60,0.04352518486057015
1751029177.1473398,33.4314636,-111.9282644,3.467099952316284,30.75,8.71,-0.07,32.7,122.7,8.85,-6.70,0.06,54.48,0.012197324675664142
1751029178.0990381,33.4314583,-111.9282628,2.9470999713897705,30.73,8.71,-0.07,167.8,122.7,8.85,-7.17,0.02,54.50,0.07013553233838092
1751029179.143776,33.4314526,-111.928261,2.2250999685287476,30.74,8.70,-0.07,184.2,122.7,8.85,-7.44,0.02,54.66,0.07714207191993147
1751029180.0978777,33.4314478,-111.9282599,2.1551000352859497,30.73,8.70,-0.07,325.9,124.6,8.99,-6.39,0.10,54.57,0.13814384912827574
1751029181.143527,33.4314425,-111.9282587,1.9420999761581421,30.73,8.71,-0.08,178.1,124.6,8.99,-6.74,0.17,54.47,0.07454482465101765
1751029182.1441913,33.4314377,-111.9282574,1.8841000076293946,30.72,8.71,-0.08,169.7,124.6,8.99,-7.08,0.03,54.60,0.07096245405295365
1751029183.1468048,33.4314331,-111.9282561,1.9680999990463257,30.72,8.71,-0.08,28.1,124.6,8.99,-7.11,0.10,54.72,0.010247242025970734
1751029184.144834,33.4314291,-111.928255,2.0331000562667847,30.74,8.55,-0.07,22.3,124.2,8.96,-6.84,0.10,54.60,0.0077948740756327815
1751029185.1429203,33.4314251,-111.9282543,2.3790998931884766,30.74,8.71,-0.08,6.6,124.2,8.96,-7.11,0.08,54.53,0.0014878583803824975
1751029186.1431177,33.4314212,-111.9282534,2.5190999980926514,30.75,8.71,-0.07,12.7,124.2,8.96,-7.22,0.12,54.68,0.003841606123942188
1751029187.1524515,33.4314179,-111.9282524,2.479100036239624,30.74,8.70,-0.08,207.0,124.4,8.97,-6.80,0.11,54.76,0.08691000700655012
1751029188.1456635,33.4314148,-111.9282516,2.487099933242798,30.75,8.70,-0.08,503.4,124.4,8.96,-6.86,0.12,54.62,0.2155501301836012
1751029189.1434562,33.4314118,-111.928251,2.467099952316284,30.73,8.70,-0.07,1025,124.4,8.95,-6.59,-0.03,54.57,0.4495325384700465
1751029190.149256,33.4314091,-111.9282503,2.605099963760376,30.72,8.70,-0.07,899.0,124.5,8.96,-6.18,0.12,54.74,0.39238735079079634
1751029191.1431906,33.4314071,-111.9282498,2.665099906539917,30.73,8.56,-0.08,1111,124.5,8.96,-6.83,0.09,54.78,0.4888140760890046
1751029192.1442256,33.4314059,-111.9282497,2.6231000896453858,30.74,8.70,-0.08,688.0,124.5,8.97,-6.88,0.10,54.61,0.2974040045462107
1751029193.1507328,33.4314048,-111.9282498,2.6350999351501465,30.75,8.60,-0.07,678.9,124.6,8.97,-6.80,-0.01,54.56,0.293287281517908
1751029194.1506276,33.431404,-111.9282499,2.6210999961853028,30.74,8.71,-0.07,182.4,124.6,8.98,-6.72,0.15,54.74,0.07637137683123368
1751029196.1435404,33.431403,-111.9282503,2.4171,30.72,8.71,-0.08,469.9,124.6,8.98,-5.85,0.10,54.55,0.200952980335346
1751029197.1432555,33.4314027,-111.9282505,2.177099990463257,30.73,8.72,-0.07,494.9,124.6,8.98,-6.77,0.09,54.54,0.211894722193846
1751029198.151681,33.4314026,-111.9282508,1.9581000085830689,30.73,8.71,-0.08,66.2,124.6,8.99,-6.68,0.10,54.71,0.02659002220241965
1751029199.1435764,33.4314025,-111.9282512,1.7660999771118164,30.73,8.71,-0.07,48.1,124.6,8.99,-6.63,0.11,54.62,0.01880427011869269
1751029200.1435618,33.4314024,-111.9282518,1.577099966621399,30.73,8.71,-0.07,9.1,124.6,8.99,-6.83,0.10,54.49,0.0024275148595865534
1751029201.1441405,33.4314025,-111.9282526,1.3750999446868897,30.73,8.71,-0.08,5.8,124.6,8.99,-6.70,0.11,54.50,0.0011996889323373022
1751029202.1483257,33.431403,-111.9282534,1.5911000247955323,30.73,8.68,-0.08,5.2,124.7,9.00,-6.72,0.09,54.67,0.0009883352168821985
1751029203.1491907,33.4314035,-111.9282543,1.830099987602234,30.74,8.69,-0.08,50.2,124.7,8.99,-6.52,0.00,54.56,0.019703076193646266
1751029204.1430912,33.431404,-111.9282552,1.8760999914169312,30.74,8.70,-0.07,216.4,124.7,8.99,-5.85,0.02,54.46,0.0909408611158695
1751029205.1460805,33.4314043,-111.928256,1.8990999933242798,30.74,8.70,-0.08,235.1,124.6,8.99,-6.51,0.03,54.54,0.09896734043559131
1751029206.1569328,33.4314045,-111.928257,1.9331000324249268,30.74,8.71,-0.08,193.1,124.6,8.99,-6.65,0.08,54.70,0.08095362833051183
1751029208.1430056,33.4314052,-111.9282585,1.9691000457763672,30.74,8.70,-0.08,459.3,124.6,8.98,-6.43,0.05,54.51,0.19622777667617408
1751029209.15113,33.4314055,-111.9282595,1.9401000019073487,30.75,8.70,-0.08,706.3,124.6,8.97,-6.51,0.10,54.61,0.30551678413478894
1751029210.1519077,33.4314057,-111.9282608,1.9281000371932984,30.75,8.71,-0.08,1042,124.6,8.97,-6.52,0.01,54.74,0.45710470391273067
1751029211.1478164,33.4314059,-111.928262,1.945099997138977,30.74,8.70,-0.07,1018,124.6,8.97,-6.60,0.11,54.59,0.44625583140484476
1751029212.1456764,33.4314061,-111.9282633,1.982100057220459,30.76,8.71,-0.08,795.5,124.6,8.97,-6.68,0.03,54.53,0.34542194611536675
1751029213.1434793,33.4314061,-111.9282645,2.1121000524520874,30.76,8.71,-0.08,311.2,124.6,8.98,-6.42,0.06,54.68,0.1317069985191097
1751029214.1426826,33.4314062,-111.9282654,2.226100015258789,30.76,8.70,-0.07,168.1,124.6,8.99,-6.47,0.01,54.79,0.07022336880507263
1751029215.1472468,33.4314064,-111.9282656,2.248099970436096,30.75,8.70,-0.08,270.4,124.6,8.99,-6.52,0.12,54.64,0.11412881205672054
1751029216.1430712,33.4314067,-111.9282652,2.201100039100647,30.74,8.69,-0.08,243.2,124.6,8.99,-5.40,0.04,54.57,0.10244750869259353
1751029217.146223,33.4314073,-111.9282643,2.1671,30.71,8.70,-0.08,477.4,124.7,8.99,-4.63,0.04,54.76,0.20428474022308693
1751029218.1696842,33.4314079,-111.9282633,2.2560999866485596,30.70,8.69,-0.08,366.0,124.7,8.99,-5.68,0.10,54.82,0.1556299286555526
1751029219.1430714,33.4314085,-111.9282621,2.1501000400543213,30.70,8.70,-0.08,348.5,124.6,8.99,-6.66,0.03,54.64,0.14802559759249126
1751029220.153328,33.4314089,-111.9282612,2.157100009536743,30.71,8.70,-0.08,370.8,124.6,8.99,-6.65,0.07,54.61,0.1576875034970704
1751029221.149291,33.4314093,-111.9282599,2.30410008392334,30.72,8.70,-0.08,356.5,124.6,8.99,-6.92,0.13,54.77,0.15144204648975731
1751029222.1432946,33.4314096,-111.9282587,2.3390999313354492,30.73,8.73,-0.07,449.1,124.6,8.98,-7.24,0.09,54.77,0.191796629138759
1751029223.173451,33.4314097,-111.9282577,2.4651000972747803,30.74,8.70,-0.08,120.7,124.6,8.99,-7.99,0.09,54.61,0.049967135231636546
1751029225.1456027,33.4314095,-111.9282567,2.8130999084472657,30.69,8.70,-0.08,404.3,124.6,8.99,-8.54,0.10,54.73,0.17234896269860608
1751029226.1454303,33.4314077,-111.9282576,2.8401000972747803,30.73,8.73,-0.08,443.7,124.6,8.98,-10.23,0.07,54.68,0.18943228968481313
1751029227.1666994,33.4314063,-111.9282591,2.9031000610351563,30.75,8.70,-0.08,500.3,124.6,8.98,-10.20,0.11,54.56,0.21418681102706733
1751029228.144084,33.4314058,-111.9282597,2.9561000343322754,30.75,8.70,-0.08,990.0,124.6,8.96,-9.55,0.03,54.55,0.43342777198377597
1751029229.1519625,33.4314016,-111.9282601,3.0051000591278076,30.70,8.70,-0.08,1234,124.5,8.96,-8.93,0.07,54.68,0.5456122730052496
1751029230.1719723,33.4313944,-111.9282605,2.8991001125335694,30.69,8.72,-0.08,1248,124.5,8.96,-9.05,0.03,54.61,0.5521737866254892
1751029231.143302,33.4313869,-111.9282605,2.851100015258789,30.69,8.70,-0.08,769.3,124.5,8.98,-8.72,0.21,54.50,0.3341136394489799
1751029232.1428733,33.4313789,-111.9282602,2.5881000038146973,30.74,8.56,-0.08,480.5,124.5,8.97,-8.50,0.02,54.50,0.20552734111118096
1751029233.1515105,33.4313709,-111.9282603,2.240099954223633,30.77,8.71,-0.08,81.5,124.5,8.98,-8.72,0.07,54.65,0.033140702589523785
1751029234.1521168,33.4313628,-111.9282602,2.046099948501587,30.76,8.71,-0.08,68.8,124.5,8.98,-8.60,0.12,54.52,0.027691534289650165
1751029235.1522171,33.4313544,-111.9282602,1.9081000562667847,30.76,8.70,-0.08,114.5,124.5,8.98,-8.43,0.10,54.42,0.04729378704542767
1751029236.1626565,33.4313459,-111.9282602,1.7970999952316284,30.77,8.72,-0.08,245.3,124.5,8.98,-8.74,-0.04,54.54,0.10329068842232425
1751029237.152479,33.4313375,-111.92826,1.7170999523162842,30.77,8.71,-0.08,280.2,124.6,8.98,-8.44,0.08,54.69,0.11830584089339297
1751029238.1520166,33.4313291,-111.9282599,1.7400999542236328,30.77,8.70,-0.08,302.7,124.6,8.98,-8.65,0.03,54.56,0.12801039362729802
1751029239.1516006,33.4313209,-111.9282598,2.359099912261963,30.76,8.70,-0.08,157.3,124.6,8.98,-9.31,0.15,54.49,0.06560378812816493
1751029240.1520336,33.4313124,-111.9282596,2.410100030517578,30.76,8.71,-0.08,140.2,124.6,8.98,-9.62,0.08,54.65,0.05829024788996456
1751029241.1515858,33.4313042,-111.9282596,1.7471000429153443,30.75,8.71,-0.08,75.4,124.6,8.99,-10.10,0.07,54.79,0.030533690076897848
1751029242.162272,33.4312959,-111.9282594,2.3690999027252198,30.76,8.71,-0.08,111.7,124.6,8.98,-10.94,0.14,54.60,0.04609492982494023
1751029243.1536374,33.431288,-111.9282592,2.863100099182129,30.75,8.70,-0.08,94.5,124.6,8.99,-10.87,0.10,54.55,0.03873269851190491
1751029244.162517,33.4312796,-111.928259,1.8980999465942383,30.76,8.72,-0.08,83.9,124.6,8.99,-10.57,0.03,54.71,0.03417757058836812
1751029245.1613586,33.4312715,-111.9282589,2.5790999408721924,30.77,8.70,-0.08,230.1,124.6,8.98,-11.61,0.10,54.81,0.09676446395816189
1751029246.1606119,33.4312635,-111.9282587,3.0081000801086426,30.77,8.70,-0.08,421.8,124.6,8.98,-9.86,0.07,54.59,0.17971679127672793
1751029247.1607132,33.4312556,-111.9282584,2.541100072479248,30.77,8.70,-0.08,611.6,124.6,8.97,-9.94,0.04,54.54,0.26324997538233136
1751029248.1851363,33.431247,-111.9282582,2.8750999446868897,30.78,8.70,-0.08,554.6,124.6,8.97,-12.67,0.14,54.67,0.2379798031343206
1751029249.1632416,33.431239,-111.9282583,2.79810004196167,30.78,8.71,-0.08,718.9,124.7,8.97,-12.80,0.10,54.75,0.3109671844241596
1751029250.1732137,33.431231,-111.9282582,2.727099942779541,30.78,8.70,-0.08,692.2,124.7,8.97,-12.04,0.06,54.56,0.2990462910818627
1751029251.1722465,33.431223,-111.9282577,2.0030999656677246,30.78,8.71,-0.08,745.6,124.7,8.97,-11.87,0.15,54.51,0.32291006457616606
1751029252.1628206,33.4312146,-111.9282576,1.7471000429153443,30.79,8.70,-0.08,438.3,124.7,8.98,-13.17,0.13,54.64,0.18685287509530799
1751029253.1716251,33.4312068,-111.9282575,2.2810999628067017,30.79,8.71,-0.08,394.6,124.7,8.98,-13.72,0.08,54.72,0.1677932778481619
1751029254.2429233,33.4311981,-111.928257,2.7080998893737793,30.74,8.70,-0.08,205.9,124.7,9.00,-11.51,0.09,54.57,0.08643846677721362
1751029256.1706865,33.4311825,-111.928257,2.7500999446868897,30.77,8.71,-0.08,42.6,124.8,9.00,-12.14,0.12,54.65,0.016427630095531512
1751029257.1722765,33.4311743,-111.928257,2.4600999828338623,30.77,8.72,-0.08,386.2,124.8,8.99,-12.95,0.04,54.75,0.16420152028611046
1751029258.1711679,33.4311659,-111.9282566,2.104100036239624,30.77,8.70,-0.08,384.2,124.9,9.00,-12.40,0.10,54.60,0.16333138042242543
1751029259.1861186,33.4311576,-111.9282565,2.603100108718872,30.77,8.71,-0.08,469.6,124.9,8.99,-11.64,0.10,54.52,0.20062763168073294
1751029260.2429488,33.4311489,-111.9282563,2.171099948501587,30.77,8.71,-0.08,330.4,124.9,9.00,-12.48,0.12,54.69,0.13998519656852015
1751029261.1724691,33.4311413,-111.928256,1.8120999809265137,30.76,8.71,-0.08,375.4,124.9,9.00,-13.18,0.00,54.78,0.1595353590093896
1751029262.1721423,33.4311329,-111.9282559,2.615099954223633,30.75,8.71,-0.08,297.9,124.9,9.00,-13.22,0.07,54.63,0.12598677927979438
1751029263.1834226,33.4311245,-111.9282558,3.3371000762939453,30.74,8.72,-0.08,219.9,124.9,9.01,-13.54,0.05,54.60,0.0924423326541028
1751029264.1824648,33.431116,-111.9282556,2.8281000133514405,30.73,8.71,-0.08,362.0,125.0,9.01,-14.18,0.15,54.75,0.1538019068418776
1751029265.2487638,33.4311072,-111.9282553,2.212099957084656,30.73,8.71,-0.07,488.2,125.0,9.01,-14.06,0.06,54.80,0.20894962325471622
1751029266.2492807,33.4310988,-111.9282552,2.052099990463257,30.73,8.73,-0.07,384.4,125.0,9.01,-13.86,0.00,54.61,0.16354423840947602
1751029268.184861,33.4310828,-111.9282547,2.783099937057495,30.71,8.72,-0.08,72.1,125.0,9.03,-14.10,-0.04,54.71,0.02913897456157635
1751029269.180041,33.4310748,-111.9282545,2.408099937057495,30.70,8.72,-0.07,141.3,125.0,9.03,-13.43,0.16,54.76,0.05882897578467692
1751029270.180222,33.4310664,-111.9282545,2.7611001010894776,30.68,8.71,-0.07,618.1,125.2,9.03,-12.82,0.13,54.58,0.266598395803074
1751029271.1806118,33.4310583,-111.9282545,3.344100045776367,30.69,8.71,-0.08,706.9,125.2,9.02,-13.01,0.04,54.53,0.3061416325435261
1751029272.2436526,33.4310498,-111.9282541,3.0611000534057617,30.68,8.72,-0.08,625.6,125.2,9.03,-13.97,0.10,54.72,0.2699331989190994
1751029273.1806622,33.4310422,-111.9282541,3.1271000381469727,30.67,8.73,-0.07,170.5,125.4,9.05,-12.42,0.10,54.78,0.0713736667584733
1751029274.1809318,33.4310342,-111.9282539,2.5590999599456787,30.67,8.72,-0.07,138.8,125.4,9.06,-12.39,0.11,54.60,0.05779205335584081
1751029275.1802828,33.4310262,-111.9282539,2.3330998893737793,30.66,8.72,-0.08,145.8,125.4,9.06,-11.96,-0.01,54.59,0.06080279173638728
1751029276.247297,33.4310177,-111.9282537,2.595099973297119,30.64,8.72,-0.07,124.0,125.6,9.08,-11.56,0.14,54.72,0.05147990455345078
1751029277.2464645,33.4310095,-111.9282534,2.7100999828338623,30.65,8.73,-0.07,146.8,125.6,9.08,-11.67,0.06,54.78,0.06124313313226725
1751029278.245025,33.4310012,-111.9282533,2.188100027656555,30.64,8.72,-0.07,139.5,125.6,9.08,-11.80,0.05,54.62,0.05812573480073526
1751029279.2427657,33.4309933,-111.9282529,2.0271000143051148,30.63,8.74,-0.08,434.3,125.8,9.09,-11.43,0.11,54.60,0.1856772681811035
1751029280.249169,33.4309855,-111.9282527,2.7721000190734864,30.62,8.72,-0.07,353.9,125.8,9.09,-11.06,0.06,54.75,0.15060250492664637
1751029281.2448912,33.4309773,-111.9282525,2.6320999141693115,30.63,8.65,-0.07,441.9,125.8,9.09,-10.42,0.01,54.80,0.18900890174331653
1751029282.2551603,33.4309689,-111.9282521,2.495100068664551,30.63,8.72,-0.07,145.0,126.1,9.11,-11.12,0.13,54.64,0.06049511196054834
1751029283.2445655,33.4309606,-111.928252,2.8120999809265137,30.63,8.73,-0.07,218.5,126.1,9.11,-10.68,0.17,54.59,0.09203592360276752
1751029284.2496006,33.4309524,-111.928252,2.9491000648498535,30.61,8.73,-0.07,248.1,126.1,9.11,-10.44,0.08,54.73,0.10481518000385007
1751029285.249225,33.4309445,-111.9282517,2.66109995803833,30.61,8.74,-0.08,251.1,126.3,9.13,-10.01,0.10,54.75,0.10610841551890743
1751029286.2461047,33.4309362,-111.9282517,2.4380999084472657,30.62,8.72,-0.08,542.9,126.3,9.12,-9.42,0.11,54.58,0.23353955616658906
1751029287.244355,33.4309282,-111.9282517,2.3910999771118164,30.60,8.73,-0.07,460.1,126.3,9.12,-9.51,0.15,54.55,0.19711070580543524
1751029288.2523067,33.4309198,-111.9282512,2.30410008392334,30.60,8.73,-0.07,459.9,126.6,9.14,-8.99,0.06,54.72,0.19702280911865372
1751029289.2441583,33.4309117,-111.928251,2.55410008392334,30.59,8.72,-0.07,228.1,126.6,9.15,-8.77,0.13,54.70,0.09623837197635621
1751029290.2479978,33.4309034,-111.9282509,1.986100005722046,30.59,8.72,-0.07,500.1,126.6,9.14,-9.40,0.03,54.54,0.2147624370642068
1751029291.2536242,33.4308953,-111.9282506,1.7350999589920044,30.58,8.73,-0.08,625.3,126.8,9.16,-9.45,0.18,54.54,0.27032428547955156
1751029292.2487128,33.4308871,-111.9282504,2.616099881744385,30.57,8.74,-0.07,491.7,126.8,9.16,-9.33,0.05,54.70,0.21114027410081318
1751029293.2432663,33.4308789,-111.9282504,2.547100114440918,30.57,8.74,-0.08,187.3,126.8,9.17,-9.17,0.09,54.63,0.07872660528112001
1751029294.2458887,33.4308705,-111.9282501,2.611100005722046,30.56,8.73,-0.07,61.8,127.0,9.19,-9.25,0.14,54.49,0.02478280618718885
1751029295.243686,33.4308624,-111.92825,2.004100012397766,30.56,8.73,-0.08,131.1,127.0,9.19,-9.22,0.10,54.48,0.054609306723622464
1751029296.2480412,33.4308543,-111.9282498,1.8940999980926514,30.56,8.72,-0.08,446.8,127.0,9.18,-9.29,0.12,54.66,0.19141690863089544
1751029298.243977,33.4308379,-111.9282496,2.598099994277954,30.54,8.74,-0.07,640.7,127.2,9.19,-9.06,0.05,54.45,0.2774068369816508
1751029299.2468429,33.4308297,-111.9282494,2.4421000953674317,30.56,8.73,-0.07,411.7,127.2,9.20,-9.30,0.04,54.44,0.17602129922886062
1751029300.2467906,33.4308212,-111.9282491,2.4510999198913574,30.56,8.72,-0.07,461.2,127.4,9.21,-9.18,0.07,54.63,0.19774709646810285
1751029301.2444968,33.430813,-111.9282489,2.795100020980835,30.54,8.74,-0.08,409.9,127.4,9.22,-9.19,0.10,54.49,0.17530079685153316
1751029302.2477572,33.4308047,-111.9282484,3.302099990463257,30.56,8.73,-0.08,394.9,127.4,9.21,-9.29,0.00,54.39,0.16866982415191595
1751029303.243315,33.4307964,-111.9282483,3.291100072479248,30.57,8.73,-0.08,206.4,127.6,9.23,-9.35,0.10,54.43,0.08693639463570849
1751029304.248988,33.4307881,-111.9282481,2.9401000019073487,30.58,8.73,-0.07,405.7,127.6,9.22,-8.82,0.12,54.66,0.17332752978295332
1751029305.243432,33.4307801,-111.9282479,2.8360999103546143,30.58,8.73,-0.08,741.3,127.6,9.22,-8.94,0.08,54.54,0.3222370053418853
1751029306.2440803,33.4307721,-111.9282479,3.040099906539917,30.58,8.74,-0.07,868.4,127.7,9.22,-9.25,0.09,54.46,0.37958640573499824
1751029307.2499511,33.4307642,-111.9282476,2.8360999103546143,30.60,8.73,-0.08,595.1,127.7,9.23,-8.55,0.01,54.48,0.2567817531796236
1751029308.2431033,33.430756,-111.9282475,1.9991000171661377,30.61,8.73,-0.08,169.9,127.7,9.23,-8.04,0.10,54.65,0.0711988403926203
1751029309.2498782,33.4307476,-111.9282474,1.7100999828338623,30.60,8.74,-0.08,48.9,127.9,9.25,-8.38,0.09,54.57,0.019200002628056625
1751029310.2434468,33.4307391,-111.9282471,1.8901000495910645,30.61,8.73,-0.08,118.3,127.9,9.25,-8.61,0.09,54.52,0.049063690095504216
1751029311.2433429,33.430731,-111.9282468,2.045100020980835,30.61,8.73,-0.08,322.9,127.9,9.24,-8.48,-0.01,54.52,0.13716109540035987
1751029312.2436652,33.4307228,-111.9282465,2.04810004196167,30.62,8.73,-0.07,342.9,128.0,9.25,-8.22,0.09,54.69,0.14581914643562238
1751029313.2434592,33.4307147,-111.9282462,1.9101000305175782,30.60,8.72,-0.08,606.4,128.0,9.25,-8.51,0.06,54.65,0.26180604531595625
1751029314.2429998,33.4307064,-111.9282461,1.7881000514984131,30.63,8.73,-0.07,450.4,128.0,9.25,-8.22,0.12,54.53,0.19273773428347477
1751029315.245273,33.4306983,-111.9282458,2.032100009536743,30.64,8.73,-0.08,424.5,128.2,9.25,-8.16,0.12,54.47,0.18134958810082338
1751029316.2467692,33.4306901,-111.9282457,2.297100114440918,30.64,8.74,-0.07,91.4,128.2,9.26,-8.07,0.09,54.66,0.03748435655014273
1751029317.2470064,33.4306819,-111.9282458,2.4401000019073487,30.65,8.72,-0.07,402.4,128.2,9.25,-8.67,0.14,54.63,0.17165197998221146
1751029318.2426622,33.430674,-111.9282459,2.967099952316284,30.65,8.72,-0.08,706.1,128.3,9.25,-8.60,0.10,54.53,0.3060217725933842
1751029319.246799,33.4306657,-111.9282458,3.3790998931884766,30.64,8.72,-0.08,743.1,128.3,9.25,-8.34,-0.00,54.53,0.32266848436736617
1751029320.247822,33.4306574,-111.9282457,3.242100047683716,30.65,8.73,-0.08,462.0,128.3,9.26,-7.95,0.09,54.75,0.19775456823050847
1751029321.2443871,33.4306488,-111.9282456,3.217099952316284,30.66,8.72,-0.08,171.0,128.4,9.27,-8.23,0.08,54.68,0.07160172670935594
1751029322.242996,33.4306408,-111.9282456,2.605099963760376,30.66,8.73,-0.08,135.0,128.4,9.27,-8.58,0.08,54.54,0.05617478747440594
1751029323.2451444,33.4306323,-111.9282453,2.614100026702881,30.65,8.73,-0.07,65.7,128.4,9.27,-8.27,0.01,54.52,0.02641766977789086
1751029324.2457407,33.4306238,-111.9282453,2.1901000019073487,30.64,8.72,-0.07,46.0,128.5,9.28,-8.85,0.02,54.74,0.017935448247164327
1751029325.24789,33.4306154,-111.9282453,2.0900999780654907,30.65,8.73,-0.08,76.8,128.5,9.28,-8.58,0.08,54.74,0.031197453950269613
1751029326.2443686,33.430607,-111.9282451,2.183100032424927,30.65,8.72,-0.07,88.2,128.5,9.28,-8.31,0.16,54.61,0.03610139194700677
1751029327.2454877,33.4305988,-111.9282453,2.1820999856948853,30.65,8.72,-0.07,419.4,128.5,9.28,-8.11,0.06,54.59,0.17908304426606994
1751029328.2573905,33.4305904,-111.9282453,3.046099948501587,30.66,8.73,-0.07,446.9,128.5,9.28,-7.75,0.06,54.78,0.19109123668639133
1751029329.2443542,33.4305821,-111.9282452,1.6380999561309815,30.67,8.72,-0.08,441.3,128.5,9.28,-8.01,0.13,54.75,0.18860005768934732
1751029330.250269,33.4305738,-111.9282456,1.5950999732971192,30.66,8.74,-0.07,191.5,128.6,9.29,-7.92,0.07,54.57,0.08039182871770917
1751029331.244664,33.430566,-111.9282455,2.616099881744385,30.67,8.72,-0.08,140.9,128.6,9.29,-7.95,0.06,54.55,0.05869176960388606
1751029332.24512,33.4305577,-111.9282453,2.735100078201294,30.67,8.73,-0.07,140.5,128.6,9.29,-8.02,0.03,54.73,0.058520401354191995
1751029333.2462711,33.4305493,-111.9282452,3.6320999141693115,30.66,8.72,-0.08,555.4,128.7,9.28,-7.94,0.11,54.71,0.23888727701837686
1751029334.2458885,33.4305417,-111.9282454,3.5860999103546143,30.67,8.72,-0.08,578.2,128.7,9.28,-8.32,-0.03,54.54,0.24893757246434434
1751029335.2447999,33.4305346,-111.9282452,3.5100999351501465,30.66,8.72,-0.07,575.3,128.7,9.28,-8.37,0.15,54.54,0.2477003772431723
1751029336.245588,33.4305274,-111.9282453,3.4421000953674317,30.67,8.72,-0.08,258.9,128.7,9.29,-8.11,0.07,54.72,0.10934623623101979
1751029337.2550457,33.4305205,-111.9282452,3.349099921798706,30.65,8.72,-0.08,523.3,128.7,9.28,-8.55,0.09,54.76,0.2247446129072495
1751029338.255133,33.430514,-111.928245,3.2640998836517334,30.63,8.72,-0.08,615.9,128.7,9.29,-8.58,0.04,54.61,0.26587842795860533
1751029339.2455986,33.4305077,-111.928245,3.2070999618530274,30.63,8.72,-0.08,438.8,128.7,9.29,-8.26,0.10,54.60,0.18764966221861287
1751029340.245014,33.4305019,-111.9282451,3.1401000495910645,30.62,8.72,-0.07,264.7,128.6,9.29,-8.33,0.13,54.81,0.11195365724861873
1751029341.2466414,33.430496,-111.9282452,3.0730998989105225,30.62,8.72,-0.08,175.2,128.6,9.30,-8.23,0.04,54.71,0.07345866188382982
1751029342.2444081,33.4304905,-111.9282452,3.0251000400543213,30.59,8.71,-0.07,492.5,128.6,9.29,-8.54,0.01,54.49,0.21141117072748425
1751029343.249279,33.4304855,-111.9282449,2.981099891281128,30.58,8.73,-0.07,359.9,128.5,9.29,-8.70,0.05,54.48,0.15333182520910685
1751029344.2492776,33.4304807,-111.9282449,2.9521000858306885,30.56,8.72,-0.08,344.1,128.5,9.29,-8.93,0.04,54.70,0.14650994971733858
1751029345.243768,33.4304767,-111.9282448,2.9171,30.55,8.72,-0.08,28.9,128.5,9.30,-8.79,0.00,54.60,0.01062685478230773
1751029346.2445748,33.4304727,-111.928245,2.8890998836517334,30.54,8.73,-0.07,23.5,128.4,9.30,-8.85,0.06,54.48,0.008336828984988836
1751029347.2556632,33.4304691,-111.9282449,2.854100036239624,30.53,8.74,-0.08,21.2,128.4,9.30,-9.32,0.14,54.49,0.00737004874452635
1751029348.2450101,33.4304657,-111.9282448,2.8090999599456787,30.53,8.72,-0.08,4.8,128.4,9.30,-9.05,0.17,54.68,0.0008570641643888961
